count, Stick Right Slider (10cm), left pedal pos (cm), left slider pos (cm), right pedal pos (cm), right slider pos (cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
48,0.25,0,0,0,0,-0.27,0,0,0,0,
49,0.29,0,0,0,0,-0.27,0,0,0,0,
50,0.29,0,0,0,0,-0.64,0,0,0,0,
51,0.29,0,0,0,0,-0.64,0,0,0,0,
52,0.32,0,0,0,0,-0.66,0,0,0,0,
53,0.32,0,0,0,0,-0.66,0,0,0,0,
54,0.37,0,0,0,0,-0.672,0,0,0,0,
55,0.37,0,0,0,0,-0.672,0,0,0,0,
56,0.41,0,0,0,0,-0.764,0,0,0,0,
57,0.41,0,0,0,0,-0.764,0,0,0,0,
58,0.45,0,0,0,0,-0.764,0,0,0,0,
59,0.45,0,0,0,0,-0.657,0,0,0,0,
60,0.45,0,0,0,0,-0.657,0,0,0,0,
61,0.5,0,0,0,0,-0.683,0,0,0,0,
62,0.5,0,0,0,0,-0.683,0,0,0,0,
63,0.55,0,0,0,0,-0.717,0,0,0,0,
64,0.55,0,0,0,0,-0.717,0,0,0,0,
65,0.6,0,0,0,0,-0.717,0,0,0,0,
66,0.6,0,0,0,0,-0.662,0,0,0,0,
67,0.6,0,0,0,0,-0.662,0,0,0,0,
68,0.65,0,0,0,0,-0.719,0,0,0,0,
69,0.65,0,0,0,0,-0.719,0,0,0,0,
70,0.71,0,0,0,0,-0.72,0,0,0,0,
71,0.71,0,0,0,0,-0.72,0,0,0,0,
72,0.76,0,0,0,0,-0.673,0,0,0,0,
73,0.76,0,0,0,0,-0.673,0,0,0,0,
74,0.83,0,0,0,0,-0.673,0,0,0,0,
75,0.83,0,0,0,0,-0.744,0,0,0,0,
76,0.83,0,0,0,0,-0.744,0,0,0,0,
77,0.89,0,0,0,0,-0.699,0,0,0,0,
78,0.89,0,0,0,0,-0.699,0,0,0,0,
79,0.95,0,0,0,0,-0.775,0,0,0,0,
80,0.95,0,0,0,0,-0.775,0,0,0,0,
81,1.02,0,0,0,0,-0.775,0,0,0,0,
82,1.02,0,0,0,0,-0.762,0,0,0,0,
83,1.02,0,0,0,0,-0.762,0,0,0,0,
84,1.09,0,0,0,0,-0.74,0,0,0,0,
85,1.09,0,0,0,0,-0.74,0,0,0,0,
86,1.16,0,0,0,0,-0.725,0,0,0,0,
87,1.16,0,0,0,0,-0.725,0,0,0,0,
88,1.24,0,0,0,0,-0.725,0,0,0,0,
89,1.24,0,0,0,0,-0.725,0,0,0,0,
90,1.24,0,0,0,0,-0.725,0,0,0,0,
91,1.32,0,0,0,0,-0.8,0,0,0,0,
92,1.32,0,0,0,0,-0.8,0,0,0,0,
93,1.4,0,0,0,0,-0.646,0,0,0,0,
94,1.4,0,0,0,0,-0.646,0,0,0,0,
95,1.48,0,0,0,0,-0.646,0,0,0,0,
96,1.48,0,0,0,0,-0.662,0,0,0,0,
97,1.48,0,0,0,0,-0.662,0,0,0,0,
98,1.56,0,0,0,0,-0.737,0,0,0,0,
99,1.56,0,0,0,0,-0.737,0,0,0,0,
100,1.65,0,0,0,0,-0.666,0,0,0,0,
101,1.65,0,0,0,0,-0.666,0,0,0,0,
102,1.74,0,0,0,0,-0.666,0,0,0,0,
103,1.74,0,0,0,0,-0.718,0,0,0,0,
104,1.74,0,0,0,0,-0.718,0,0,0,0,
105,1.83,0,0,0,0,-0.792,0,0,0,0,
106,1.83,0,0,0,0,-0.792,0,0,0,0,
107,1.92,0,0,0,0,-0.722,0,0,0,0,
108,1.92,0,0,0,0,-0.722,0,0,0,0,
109,2.01,0,0,0,0,-0.77,0,0,0,0,
110,2.01,0,0,0,0,-0.77,0,0,0,0,
111,2.01,0,0,0,0,-0.77,0,0,0,0,
112,2.1,0,0,0,0,-0.84,0,0,0,0,
113,2.1,0,0,0,0,-0.84,0,0,0,0,
114,2.2,0,0,0,0,-0.698,0,0,0,0,
115,2.2,0,0,0,0,-0.698,0,0,0,0,
116,2.3,0,0,0,0,-0.728,0,0,0,0,
117,2.3,0,0,0,0,-0.728,0,0,0,0,
118,2.3,0,0,0,0,-0.728,0,0,0,0,
119,2.41,0,0,0,0,-0.903,0,0,0,0,
120,2.41,0,0,0,0,-0.903,0,0,0,0,
121,2.51,0,0,0,0,-0.301,0,0,0,0,
122,2.51,0,0,0,0,-0.301,0,0,0,0,
123,2.62,0,0,0,0,-0.431,0,0,0,0,
124,2.62,0,0,0,0,-0.431,0,0,0,0,
125,2.62,0,0,0,0,-0.431,0,0,0,0,
126,2.72,0,0,0,0,-0.323,0,0,0,0,
127,2.72,0,0,0,0,-0.323,0,0,0,0,
128,2.83,0,0,0,0,-0.38,0,0,0,0,
129,2.83,0,0,0,0,-0.38,0,0,0,0,
130,2.93,0,0,0,0,-0.384,0,0,0,0,
131,2.93,0,0,0,0,-0.384,0,0,0,0,
132,3.04,0,0,0,0,-0.384,0,0,0,0,
133,3.04,0,0,0,0,-0.313,0,0,0,0,
134,3.04,0,0,0,0,-0.313,0,0,0,0,
135,3.14,0,0,0,0,-0.474,0,0,0,0,
136,3.14,0,0,0,0,-0.474,0,0,0,0,
137,3.25,0,0,0,0,-0.42,0,0,0,0,
138,3.25,0,0,0,0,-0.42,0,0,0,0,
139,3.35,0,0,0,0,-0.42,0,0,0,0,
140,3.35,0,0,0,0,-0.415,0,0,0,0,
141,3.35,0,0,0,0,-0.415,0,0,0,0,
142,3.46,0,0,0,0,-0.261,0,0,0,0,
143,3.46,0,0,0,0,-0.261,0,0,0,0,
144,3.56,0,0,0,0,-0.005,0,0,0,0,
145,3.56,0,0,0,0,-0.005,0,0,0,0,
146,3.56,0,0,0,0,-0.005,0,0,0,0,
147,3.67,0,0,0,0,0.163,0,0,0,0,
148,3.67,0,0,0,0,0.163,0,0,0,0,
149,3.77,0,0,0,0,0.054,0,0,0,0,
150,3.77,0,0,0,0,0.054,0,0,0,0,
151,3.87,0,0,0,0,0.059,0,0,0,0,
152,3.87,0,0,0,0,0.059,0,0,0,0,
153,3.87,0,0,0,0,0.059,0,0,0,0,
154,3.97,0,0,0,0,0.015,0,0,0,0,
155,3.97,0,0,0,0,0.015,0,0,0,0,
156,4.06,0,0,0,0,0.151,0,0,0,0,
157,4.06,0,0,0,0,0.151,0,0,0,0,
158,4.15,0,0,0,0,0.292,0,0,0,0,
159,4.15,0,0,0,0,0.292,0,0,0,0,
160,4.24,0,0,0,0,0.292,0,0,0,0,
161,4.24,0,0,0,0,0.149,0,0,0,0,
162,4.24,0,0,0,0,0.149,0,0,0,0,
163,4.33,0,0,0,0,0.072,0,0,0,0,
164,4.33,0,0,0,0,0.072,0,0,0,0,
165,4.41,0,0,0,0,0.046,0,0,0,0,
166,4.41,0,0,0,0,0.046,0,0,0,0,
167,4.5,0,0,0,0,0.043,0,0,0,0,
168,4.5,0,0,0,0,0.043,0,0,0,0,
169,4.5,0,0,0,0,0.043,0,0,0,0,
170,4.58,0,0,0,0,0.02,0,0,0,0,
171,4.58,0,0,0,0,0.02,0,0,0,0,
172,4.66,0,0,0,0,0.152,0,0,0,0,
173,4.66,0,0,0,0,0.152,0,0,0,0,
174,4.73,0,0,0,0,0.071,0,0,0,0,
175,4.73,0,0,0,0,0.071,0,0,0,0,
176,4.81,0,0,0,0,0.071,0,0,0,0,
177,4.81,0,0,0,0,-0.174,0,0,0,0,
178,4.81,0,0,0,0,-0.174,0,0,0,0,
179,4.88,0,0,0,0,0.116,0,0,0,0,
180,4.88,0,0,0,0,0.116,0,0,0,0,
181,4.95,0,0,0,0,0.1,0,0,0,0,
182,4.95,0,0,0,0,0.1,0,0,0,0,
183,5.02,0,0,0,0,0.1,0,0,0,0,
184,5.02,0,0,0,0,0.069,0,0,0,0,
185,5.02,0,0,0,0,0.069,0,0,0,0,
186,5.09,0,0,0,0,-0.013,0,0,0,0,
187,5.09,0,0,0,0,-0.013,0,0,0,0,
188,5.15,0,0,0,0,0.028,0,0,0,0,
189,5.15,0,0,0,0,0.028,0,0,0,0,
190,5.21,0,0,0,0,0.028,0,0,0,0,
191,5.21,0,0,0,0,0.09,0,0,0,0,
192,5.21,0,0,0,0,0.09,0,0,0,0,
193,5.27,0,0,0,0,0.184,0,0,0,0,
194,5.27,0,0,0,0,0.184,0,0,0,0,
195,5.33,0,0,0,0,0.161,0,0,0,0,
196,5.33,0,0,0,0,0.161,0,0,0,0,
197,5.38,0,0,0,0,0.161,0,0,0,0,
198,5.38,0,0,0,0,0.07,0,0,0,0,
199,5.38,0,0,0,0,0.07,0,0,0,0,
200,5.43,0,0,0,0,0.124,0,0,0,0,
201,5.43,0,0,0,0,0.124,0,0,0,0,
202,5.48,0,0,0,0,0.065,0,0,0,0,
203,5.48,0,0,0,0,0.065,0,0,0,0,
204,5.48,0,0,0,0,0.065,0,0,0,0,
205,5.53,0,0,0,0,0.143,0,0,0,0,
206,5.53,0,0,0,0,0.143,0,0,0,0,
207,5.57,0,0,0,0,0.034,0,0,0,0,
208,5.57,0,0,0,0,0.034,0,0,0,0,
209,5.61,0,0,0,0,0.001,0,0,0,0,
210,5.61,0,0,0,0,0.001,0,0,0,0,
211,5.65,0,0,0,0,0.114,0,0,0,0,
212,5.65,0,0,0,0,0.114,0,0,0,0,
213,5.65,0,0,0,0,0.114,0,0,0,0,
214,5.69,0,0,0,0,0.13,0,0,0,0,
215,5.69,0,0,0,0,0.13,0,0,0,0,
216,5.73,0,0,0,0,0.106,0,0,0,0,
217,5.73,0,0,0,0,0.106,0,0,0,0,
218,5.76,0,0,0,0,0.235,0,0,0,0,
219,5.76,0,0,0,0,0.235,0,0,0,0,
220,5.76,0,0,0,0,0.235,0,0,0,0,
221,5.79,0,0,0,0,0.198,0,0,0,0,
222,5.79,0,0,0,0,0.198,0,0,0,0,
223,5.82,0,0,0,0,0.092,0,0,0,0,
224,5.82,0,0,0,0,0.092,0,0,0,0,
225,5.85,0,0,0,0,0.205,0,0,0,0,
226,5.85,0,0,0,0,0.205,0,0,0,0,
227,5.87,0,0,0,0,0.205,0,0,0,0,
228,5.87,0,0,0,0,0.102,0,0,0,0,
229,5.87,0,0,0,0,0.102,0,0,0,0,
230,5.9,0,0,0,0,0.185,0,0,0,0,
231,5.9,0,0,0,0,0.185,0,0,0,0,
232,5.92,0,0,0,0,0.109,0,0,0,0,
233,5.92,0,0,0,0,0.109,0,0,0,0,
234,5.93,0,0,0,0,0.109,0,0,0,0,
235,5.93,0,0,0,0,0.273,0,0,0,0,
236,5.93,0,0,0,0,0.273,0,0,0,0,
237,5.95,0,0,0,0,0.147,0,0,0,0,
238,5.95,0,0,0,0,0.147,0,0,0,0,
239,5.96,0,0,0,0,0.154,0,0,0,0,
240,5.96,0,0,0,0,0.154,0,0,0,0,
241,5.97,0,0,0,0,0.146,0,0,0,0,
242,5.97,0,0,0,0,0.146,0,0,0,0,
243,5.97,0,0,0,0,0.146,0,0,0,0,
244,5.98,0,0,0,0,0.24,0,0,0,0,
245,5.98,0,0,0,0,0.24,0,0,0,0,
246,5.99,0,0,0,0,0.24,0,0,0,0,
247,5.99,0,0,0,0,0.24,0,0,0,0,
248,5.99,0,0,0,0,0.217,0,0,0,0,
249,5.99,0,0,0,0,0.217,0,0,0,0,
250,5.99,0,0,0,0,0.217,0,0,0,0,
251,5.99,0,0,0,0,-0.1,0,0,0,0,
252,5.99,0,0,0,0,-0.1,0,0,0,0,
253,5.99,0,0,0,0,-0.1,0,0,0,0,
254,5.99,0,0,0,0,-0.151,0,0,0,0,
255,5.99,0,0,0,0,-0.151,0,0,0,0,
256,6,0,0,0,0,-0.127,0,0,0,0,
257,6,0,0,0,0,-0.127,0,0,0,0,
258,6,0,0,0,0,-0.102,0,0,0,0,
259,6,0,0,0,0,-0.102,0,0,0,0,
260,6,0,0,0,0,-0.089,0,0,0,0,
261,6,0,0,0,0,-0.089,0,0,0,0,
262,6,0,0,0,0,-0.089,0,0,0,0,
263,6,0,0,0,0,0,0,0,0,0,
264,6,0,0,0,0,0,0,0,0,0,
265,5.99,0,0,0,0,0.067,0,0,0,0,
266,5.99,0,0,0,0,0.067,0,0,0,0,
267,5.99,0,0,0,0,0.188,0,0,0,0,
268,5.99,0,0,0,0,0.188,0,0,0,0,
269,5.99,0,0,0,0,0.188,0,0,0,0,
270,5.99,0,0,0,0,0.226,0,0,0,0,
271,5.99,0,0,0,0,0.226,0,0,0,0,
272,5.99,0,0,0,0,0.301,0,0,0,0,
273,5.99,0,0,0,0,0.301,0,0,0,0,
274,5.99,0,0,0,0,0.157,0,0,0,0,
275,5.99,0,0,0,0,0.157,0,0,0,0,
276,5.99,0,0,0,0,0.157,0,0,0,0,
277,5.99,0,0,0,0,0.311,0,0,0,0,
278,5.99,0,0,0,0,0.311,0,0,0,0,
279,5.99,0,0,0,0,0.254,0,0,0,0,
280,5.99,0,0,0,0,0.254,0,0,0,0,
281,5.98,0,0,0,0,0.249,0,0,0,0,
282,5.98,0,0,0,0,0.249,0,0,0,0,
283,5.98,0,0,0,0,0.249,0,0,0,0,
284,5.98,0,0,0,0,0.162,0,0,0,0,
285,5.98,0,0,0,0,0.162,0,0,0,0,
286,5.98,0,0,0,0,0.211,0,0,0,0,
287,5.98,0,0,0,0,0.211,0,0,0,0,
288,5.97,0,0,0,0,0.249,0,0,0,0,
289,5.97,0,0,0,0,0.249,0,0,0,0,
290,5.97,0,0,0,0,0.249,0,0,0,0,
291,5.97,0,0,0,0,0.214,0,0,0,0,
292,5.97,0,0,0,0,0.214,0,0,0,0,
293,5.97,0,0,0,0,0.193,0,0,0,0,
294,5.97,0,0,0,0,0.193,0,0,0,0,
295,5.96,0,0,0,0,0.244,0,0,0,0,
296,5.96,0,0,0,0,0.244,0,0,0,0,
297,5.96,0,0,0,0,0.244,0,0,0,0,
298,5.96,0,0,0,0,0.188,0,0,0,0,
299,5.96,0,0,0,0,0.188,0,0,0,0,
300,5.95,0,0,0,0,0.239,0,0,0,0,
301,5.95,0,0,0,0,0.239,0,0,0,0,
302,5.95,0,0,0,0,0.225,0,0,0,0,
303,5.95,0,0,0,0,0.225,0,0,0,0,
304,5.95,0,0,0,0,0.183,0,0,0,0,
305,5.95,0,0,0,0,0.183,0,0,0,0,
306,5.95,0,0,0,0,0.183,0,0,0,0,
307,5.94,0,0,0,0,0.278,0,0,0,0,
308,5.94,0,0,0,0,0.278,0,0,0,0,
309,5.93,0,0,0,0,0.277,0,0,0,0,
310,5.93,0,0,0,0,0.277,0,0,0,0,
311,5.93,0,0,0,0,0.234,0,0,0,0,
312,5.93,0,0,0,0,0.234,0,0,0,0,
313,5.93,0,0,0,0,0.234,0,0,0,0,
314,5.92,0,0,0,0,0.179,0,0,0,0,
315,5.92,0,0,0,0,0.179,0,0,0,0,
316,5.92,0,0,0,0,0.184,0,0,0,0,
317,5.92,0,0,0,0,0.184,0,0,0,0,
318,5.91,0,0,0,0,0.248,0,0,0,0,
319,5.91,0,0,0,0,0.248,0,0,0,0,
320,5.91,0,0,0,0,0.248,0,0,0,0,
321,5.9,0,0,0,0,0.203,0,0,0,0,
322,5.9,0,0,0,0,0.203,0,0,0,0,
323,5.9,0,0,0,0,0.246,0,0,0,0,
324,5.9,0,0,0,0,0.246,0,0,0,0,
325,5.89,0,0,0,0,0.246,0,0,0,0,
326,5.89,0,0,0,0,0.286,0,0,0,0,
327,5.89,0,0,0,0,0.286,0,0,0,0,
328,5.88,0,0,0,0,0.217,0,0,0,0,
329,5.88,0,0,0,0,0.217,0,0,0,0,
330,5.87,0,0,0,0,0.242,0,0,0,0,
331,5.87,0,0,0,0,0.242,0,0,0,0,
332,5.86,0,0,0,0,0.242,0,0,0,0,
333,5.86,0,0,0,0,0.192,0,0,0,0,
334,5.86,0,0,0,0,0.192,0,0,0,0,
335,5.86,0,0,0,0,0.213,0,0,0,0,
336,5.86,0,0,0,0,0.213,0,0,0,0,
337,5.85,0,0,0,0,0.27,0,0,0,0,
338,5.85,0,0,0,0,0.27,0,0,0,0,
339,5.84,0,0,0,0,0.17,0,0,0,0,
340,5.84,0,0,0,0,0.17,0,0,0,0,
341,5.83,0,0,0,0,0.17,0,0,0,0,
342,5.83,0,0,0,0,0.205,0,0,0,0,
343,5.83,0,0,0,0,0.205,0,0,0,0,
344,5.82,0,0,0,0,0.269,0,0,0,0,
345,5.82,0,0,0,0,0.269,0,0,0,0,
346,5.81,0,0,0,0,0.242,0,0,0,0,
347,5.81,0,0,0,0,0.242,0,0,0,0,
348,5.8,0,0,0,0,0.242,0,0,0,0,
349,5.8,0,0,0,0,0.218,0,0,0,0,
350,5.8,0,0,0,0,0.218,0,0,0,0,
351,5.79,0,0,0,0,0.23,0,0,0,0,
352,5.79,0,0,0,0,0.23,0,0,0,0,
353,5.78,0,0,0,0,0.204,0,0,0,0,
354,5.78,0,0,0,0,0.204,0,0,0,0,
355,5.77,0,0,0,0,0.207,0,0,0,0,
356,5.77,0,0,0,0,0.207,0,0,0,0,
357,5.76,0,0,0,0,0.207,0,0,0,0,
358,5.76,0,0,0,0,0.231,0,0,0,0,
359,5.76,0,0,0,0,0.231,0,0,0,0,
360,5.75,0,0,0,0,0.229,0,0,0,0,
361,5.75,0,0,0,0,0.229,0,0,0,0,
362,5.74,0,0,0,0,0.219,0,0,0,0,
363,5.74,0,0,0,0,0.219,0,0,0,0,
364,5.73,0,0,0,0,0.238,0,0,0,0,
365,5.73,0,0,0,0,0.238,0,0,0,0,
366,5.73,0,0,0,0,0.238,0,0,0,0,
367,5.71,0,0,0,0,0.275,0,0,0,0,
368,5.71,0,0,0,0,0.275,0,0,0,0,
369,5.7,0,0,0,0,0.246,0,0,0,0,
370,5.7,0,0,0,0,0.246,0,0,0,0,
371,5.69,0,0,0,0,0.265,0,0,0,0,
372,5.69,0,0,0,0,0.265,0,0,0,0,
373,5.69,0,0,0,0,0.265,0,0,0,0,
374,5.68,0,0,0,0,0.264,0,0,0,0,
375,5.68,0,0,0,0,0.264,0,0,0,0,
376,5.67,0,0,0,0,0.277,0,0,0,0,
377,5.67,0,0,0,0,0.277,0,0,0,0,
378,5.65,0,0,0,0,0.291,0,0,0,0,
379,5.65,0,0,0,0,0.291,0,0,0,0,
380,5.64,0,0,0,0,0.242,0,0,0,0,
381,5.64,0,0,0,0,0.242,0,0,0,0,
382,5.64,0,0,0,0,0.242,0,0,0,0,
383,5.63,0,0,0,0,0.271,0,0,0,0,
384,5.63,0,0,0,0,0.271,0,0,0,0,
385,5.61,0,0,0,0,0.256,0,0,0,0,
386,5.61,0,0,0,0,0.256,0,0,0,0,
387,5.6,0,0,0,0,0.269,0,0,0,0,
388,5.6,0,0,0,0,0.269,0,0,0,0,
389,5.6,0,0,0,0,0.269,0,0,0,0,
390,5.58,0,0,0,0,0.165,0,0,0,0,
391,5.58,0,0,0,0,0.165,0,0,0,0,
392,5.57,0,0,0,0,0.27,0,0,0,0,
393,5.57,0,0,0,0,0.27,0,0,0,0,
394,5.55,0,0,0,0,0.239,0,0,0,0,
395,5.55,0,0,0,0,0.239,0,0,0,0,
396,5.54,0,0,0,0,0.239,0,0,0,0,
397,5.54,0,0,0,0,0.264,0,0,0,0,
398,5.54,0,0,0,0,0.264,0,0,0,0,
399,5.52,0,0,0,0,0.217,0,0,0,0,
400,5.52,0,0,0,0,0.217,0,0,0,0,
401,5.51,0,0,0,0,0.295,0,0,0,0,
402,5.51,0,0,0,0,0.295,0,0,0,0,
403,5.49,0,0,0,0,0.295,0,0,0,0,
404,5.49,0,0,0,0,0.281,0,0,0,0,
405,5.49,0,0,0,0,0.281,0,0,0,0,
406,5.48,0,0,0,0,0.274,0,0,0,0,
407,5.48,0,0,0,0,0.274,0,0,0,0,
408,5.46,0,0,0,0,0.219,0,0,0,0,
409,5.46,0,0,0,0,0.219,0,0,0,0,
410,5.44,0,0,0,0,0.244,0,0,0,0,
411,5.44,0,0,0,0,0.244,0,0,0,0,
412,5.43,0,0,0,0,0.244,0,0,0,0,
413,5.43,0,0,0,0,0.239,0,0,0,0,
414,5.43,0,0,0,0,0.239,0,0,0,0,
415,5.41,0,0,0,0,0.301,0,0,0,0,
416,5.41,0,0,0,0,0.301,0,0,0,0,
417,5.39,0,0,0,0,0.221,0,0,0,0,
418,5.39,0,0,0,0,0.221,0,0,0,0,
419,5.37,0,0,0,0,0.221,0,0,0,0,
420,5.37,0,0,0,0,0.264,0,0,0,0,
421,5.37,0,0,0,0,0.264,0,0,0,0,
422,5.36,0,0,0,0,0.222,0,0,0,0,
423,5.36,0,0,0,0,0.222,0,0,0,0,
424,5.34,0,0,0,0,0.225,0,0,0,0,
425,5.34,0,0,0,0,0.225,0,0,0,0,
426,5.32,0,0,0,0,0.206,0,0,0,0,
427,5.32,0,0,0,0,0.206,0,0,0,0,
428,5.32,0,0,0,0,0.206,0,0,0,0,
429,5.3,0,0,0,0,0.269,0,0,0,0,
430,5.3,0,0,0,0,0.269,0,0,0,0,
431,5.28,0,0,0,0,0.241,0,0,0,0,
432,5.28,0,0,0,0,0.241,0,0,0,0,
433,5.26,0,0,0,0,0.317,0,0,0,0,
434,5.26,0,0,0,0,0.317,0,0,0,0,
435,5.25,0,0,0,0,0.206,0,0,0,0,
436,5.25,0,0,0,0,0.206,0,0,0,0,
437,5.23,0,0,0,0,0.206,0,0,0,0,
438,5.23,0,0,0,0,0.241,0,0,0,0,
439,5.23,0,0,0,0,0.241,0,0,0,0,
440,5.21,0,0,0,0,0.224,0,0,0,0,
441,5.21,0,0,0,0,0.224,0,0,0,0,
442,5.19,0,0,0,0,0.278,0,0,0,0,
443,5.19,0,0,0,0,0.278,0,0,0,0,
444,5.17,0,0,0,0,0.225,0,0,0,0,
445,5.17,0,0,0,0,0.225,0,0,0,0,
446,5.15,0,0,0,0,0.225,0,0,0,0,
447,5.15,0,0,0,0,0.221,0,0,0,0,
448,5.15,0,0,0,0,0.221,0,0,0,0,
449,5.13,0,0,0,0,0.343,0,0,0,0,
450,5.13,0,0,0,0,0.343,0,0,0,0,
451,5.11,0,0,0,0,0.275,0,0,0,0,
452,5.11,0,0,0,0,0.275,0,0,0,0,
453,5.09,0,0,0,0,0.248,0,0,0,0,
454,5.09,0,0,0,0,0.248,0,0,0,0,
455,5.09,0,0,0,0,0.248,0,0,0,0,
456,5.06,0,0,0,0,0.235,0,0,0,0,
457,5.06,0,0,0,0,0.235,0,0,0,0,
458,5.04,0,0,0,0,0.302,0,0,0,0,
459,5.04,0,0,0,0,0.302,0,0,0,0,
460,5.02,0,0,0,0,0.243,0,0,0,0,
461,5.02,0,0,0,0,0.243,0,0,0,0,
462,5,0,0,0,0,0.243,0,0,0,0,
463,5,0,0,0,0,0.251,0,0,0,0,
464,5,0,0,0,0,0.251,0,0,0,0,
465,4.98,0,0,0,0,0.288,0,0,0,0,
466,4.98,0,0,0,0,0.288,0,0,0,0,
467,4.95,0,0,0,0,0.264,0,0,0,0,
468,4.95,0,0,0,0,0.264,0,0,0,0,
469,4.93,0,0,0,0,0.26,0,0,0,0,
470,4.93,0,0,0,0,0.26,0,0,0,0,
471,4.91,0,0,0,0,0.26,0,0,0,0,
472,4.91,0,0,0,0,0.247,0,0,0,0,
473,4.91,0,0,0,0,0.247,0,0,0,0,
474,4.88,0,0,0,0,0.321,0,0,0,0,
475,4.88,0,0,0,0,0.321,0,0,0,0,
476,4.86,0,0,0,0,0.27,0,0,0,0,
477,4.86,0,0,0,0,0.27,0,0,0,0,
478,4.83,0,0,0,0,0.27,0,0,0,0,
479,4.83,0,0,0,0,0.248,0,0,0,0,
480,4.83,0,0,0,0,0.248,0,0,0,0,
481,4.81,0,0,0,0,0.274,0,0,0,0,
482,4.81,0,0,0,0,0.274,0,0,0,0,
483,4.79,0,0,0,0,0.233,0,0,0,0,
484,4.79,0,0,0,0,0.233,0,0,0,0,
485,4.76,0,0,0,0,0.326,0,0,0,0,
486,4.76,0,0,0,0,0.326,0,0,0,0,
487,4.76,0,0,0,0,0.326,0,0,0,0,
488,4.74,0,0,0,0,0.344,0,0,0,0,
489,4.74,0,0,0,0,0.344,0,0,0,0,
490,4.71,0,0,0,0,0.3,0,0,0,0,
491,4.71,0,0,0,0,0.3,0,0,0,0,
492,4.69,0,0,0,0,0.29,0,0,0,0,
493,4.69,0,0,0,0,0.29,0,0,0,0,
494,4.66,0,0,0,0,0.317,0,0,0,0,
495,4.66,0,0,0,0,0.317,0,0,0,0,
496,4.66,0,0,0,0,0.317,0,0,0,0,
497,4.63,0,0,0,0,0.246,0,0,0,0,
498,4.63,0,0,0,0,0.246,0,0,0,0,
499,4.61,0,0,0,0,0.262,0,0,0,0,
500,4.61,0,0,0,0,0.262,0,0,0,0,
501,4.58,0,0,0,0,0.294,0,0,0,0,
502,4.58,0,0,0,0,0.294,0,0,0,0,
503,4.55,0,0,0,0,0.294,0,0,0,0,
504,4.55,0,0,0,0,0.264,0,0,0,0,
505,4.55,0,0,0,0,0.264,0,0,0,0,
506,4.53,0,0,0,0,0.296,0,0,0,0,
507,4.53,0,0,0,0,0.296,0,0,0,0,
